Latitude,Longitude,Crime Description,Count,Hour,Crime Frequency
33.9092,-118.2889,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,13,1
33.9092,-118.2872,VEHICLE - STOLEN,4,0,1
33.9092,-118.2861,BURGLARY,2,2,1
33.9092,-118.2859,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,1,1
33.9092,-118.2852,THEFT PLAIN - PETTY ($950 & UNDER),1,0,1
33.9092,-118.285,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,23,1
33.9092,-118.2827,VEHICLE - STOLEN,15,2,6
33.9097,-118.2827,SHOPLIFTING - PETTY THEFT ($950 & UNDER),4,12,2
33.9099,-118.2916,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),4,5,2
33.9102,-118.2916,VEHICLE - STOLEN,6,0,3
33.9102,-118.2894,INTIMATE PARTNER - SIMPLE ASSAULT,1,3,1
33.9102,-118.2878,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,17,1
33.9102,-118.2872,VEHICLE - STOLEN,6,0,2
33.9102,-118.2827,SHOPLIFTING - PETTY THEFT ($950 & UNDER),30,17,12
33.9103,-118.2892,VEHICLE - STOLEN,1,5,1
33.9103,-118.2872,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2,22,2
33.9103,-118.2861,VEHICLE - STOLEN,2,7,1
33.9108,-118.2827,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,1,1
33.911,-118.2916,VEHICLE - STOLEN,3,23,2
33.9113,-118.2916,THEFT OF IDENTITY,4,12,4
33.9113,-118.2894,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,9,2
33.9113,-118.2878,BATTERY - SIMPLE ASSAULT,2,11,2
33.9113,-118.2872,THEFT PLAIN - PETTY ($950 & UNDER),2,0,2
33.9113,-118.2827,BATTERY - SIMPLE ASSAULT,1,13,2
33.9117,-118.286,VEHICLE - STOLEN,1,10,1
33.9118,-118.2827,BURGLARY,1,0,1
33.9119,-118.2916,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",4,14,3
33.9122,-118.2846,KIDNAPPING,1,7,1
33.9123,-118.2916,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",8,3,3
33.9123,-118.2894,VEHICLE - STOLEN,4,2,2
33.9123,-118.2878,BURGLARY FROM VEHICLE,1,10,1
33.9123,-118.2872,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,9,3
33.9123,-118.2827,SHOPLIFTING - PETTY THEFT ($950 & UNDER),6,16,4
33.9123,-118.2824,THEFT OF IDENTITY,1,11,1
33.9126,-118.2861,BURGLARY,2,14,2
33.9128,-118.2894,"THEFT, PERSON",1,17,1
33.9128,-118.2869,VEHICLE - STOLEN,6,14,4
33.9129,-118.2827,BURGLARY,1,7,1
33.913,-118.2916,BURGLARY FROM VEHICLE,1,13,1
33.9133,-118.2917,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,13,1
33.9133,-118.2916,VEHICLE - STOLEN,3,4,3
33.9133,-118.2894,VEHICLE - STOLEN,8,21,3
33.9133,-118.2878,BATTERY POLICE (SIMPLE),2,18,2
33.9133,-118.2872,VEHICLE - STOLEN,4,6,3
33.9133,-118.2871,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,16,1
33.9133,-118.2827,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",6,2,7
33.9133,-118.2824,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,0,1
33.9134,-118.2916,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,8,1
33.9139,-118.2827,BOAT - STOLEN,2,15,3
33.914,-118.2916,VANDALISM - MISDEAMEANOR ($399 OR UNDER),4,4,3
33.9143,-118.2878,BURGLARY FROM VEHICLE,1,10,1
33.9143,-118.2871,VEHICLE - STOLEN,8,23,3
33.9144,-118.2916,VEHICLE - STOLEN,6,10,3
33.9144,-118.2894,VEHICLE - STOLEN,7,17,3
33.9144,-118.2827,BURGLARY,8,7,3
33.9144,-118.282,BURGLARY FROM VEHICLE,1,11,1
33.915,-118.2827,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,6,1
33.9151,-118.2916,CRIMINAL THREATS - NO WEAPON DISPLAYED,5,17,5
33.9154,-118.2916,VEHICLE - STOLEN,4,17,2
33.9154,-118.2909,VEHICLE - STOLEN,3,17,1
33.9154,-118.2894,VEHICLE - STOLEN,2,12,2
33.9154,-118.2871,VEHICLE - STOLEN,9,19,4
33.9154,-118.287,BRANDISH WEAPON,1,17,1
33.9154,-118.2827,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2,12,2
33.9159,-118.2894,VEHICLE - STOLEN,1,21,1
33.9161,-118.287,BURGLARY,2,16,2
33.9161,-118.2827,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),3,9,3
33.9164,-118.2916,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",4,0,2
33.9164,-118.2897,BURGLARY FROM VEHICLE,2,9,2
33.9164,-118.2894,VEHICLE - STOLEN,4,14,2
33.9164,-118.2874,BURGLARY,3,10,5
33.9164,-118.2871,BATTERY - SIMPLE ASSAULT,1,21,1
33.9164,-118.287,VEHICLE - STOLEN,10,22,7
33.9164,-118.2853,BURGLARY,1,21,1
33.9164,-118.2846,VEHICLE - STOLEN,4,4,2
33.9164,-118.2834,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,19,2
33.9164,-118.2828,BURGLARY FROM VEHICLE,2,9,2
33.9164,-118.2827,VEHICLE - STOLEN,8,12,3
33.9165,-118.4276,INTIMATE PARTNER - SIMPLE ASSAULT,2,11,2
33.9165,-118.2916,BATTERY - SIMPLE ASSAULT,1,7,1
33.9167,-118.427,BURGLARY FROM VEHICLE,1,8,1
33.9168,-118.4269,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1,12,1
33.9169,-118.2904,BATTERY - SIMPLE ASSAULT,2,19,3
33.917,-118.2916,ATTEMPTED ROBBERY,1,4,1
33.917,-118.287,BURGLARY,2,3,2
33.9172,-118.2895,ROBBERY,1,3,1
33.9172,-118.2828,ROBBERY,2,9,1
33.9174,-118.2888,VEHICLE - STOLEN,7,18,4
33.9176,-118.2916,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,0,1
33.9176,-118.2915,VEHICLE - STOLEN,1,17,1
33.9176,-118.2836,VEHICLE - STOLEN,8,19,6
33.9176,-118.2829,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",18,0,12
33.9176,-118.2828,CRIMINAL THREATS - NO WEAPON DISPLAYED,4,21,5
33.9177,-118.288,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",4,21,7
33.9177,-118.2865,VEHICLE - STOLEN,1,9,1
33.9178,-118.2909,BURGLARY FROM VEHICLE,2,3,1
33.9179,-118.2875,"BUNCO, PETTY THEFT",1,16,2
33.918,-118.287,THEFT OF IDENTITY,10,12,6
33.918,-118.2829,BATTERY - SIMPLE ASSAULT,4,19,4
33.9181,-118.287,BATTERY POLICE (SIMPLE),2,1,2
33.9182,-118.2881,VEHICLE - STOLEN,1,21,1
33.9183,-118.2896,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,14,1
33.9183,-118.287,BURGLARY FROM VEHICLE,1,0,1
33.9183,-118.2859,VEHICLE - STOLEN,4,18,2
33.9184,-118.2915,VEHICLE - STOLEN,4,4,2
33.9184,-118.2892,THEFT OF IDENTITY,4,12,5
33.9184,-118.2859,BURGLARY,3,19,2
33.9186,-118.2885,INTIMATE PARTNER - SIMPLE ASSAULT,1,3,1
33.9187,-118.2854,VEHICLE - STOLEN,1,7,1
33.9187,-118.2851,VEHICLE - STOLEN,3,13,2
33.9188,-118.283,THEFT OF IDENTITY,11,7,5
33.9189,-118.2848,ROBBERY,1,9,1
33.919,-118.2848,VEHICLE - STOLEN,6,23,3
33.9191,-118.2873,VEHICLE - STOLEN,2,9,1
33.9191,-118.287,VEHICLE - STOLEN,7,19,3
33.9192,-118.2892,THEFT OF IDENTITY,3,4,1
33.9193,-118.2831,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,15,1
33.9194,-118.2831,BATTERY - SIMPLE ASSAULT,2,17,2
33.9196,-118.2895,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,16,1
33.9198,-118.2915,BURGLARY,1,11,1
33.92,-118.2915,VEHICLE - STOLEN,4,23,2
33.92,-118.2898,BATTERY - SIMPLE ASSAULT,2,19,3
33.92,-118.2888,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,18,1
33.92,-118.2886,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,23,1
33.9201,-118.2915,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,3,1
33.9201,-118.2885,BATTERY - SIMPLE ASSAULT,2,20,2
33.9201,-118.2874,BURGLARY FROM VEHICLE,2,2,2
33.9201,-118.287,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",3,17,3
33.9201,-118.2868,BATTERY - SIMPLE ASSAULT,23,15,15
33.9201,-118.2847,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,21,4
33.9201,-118.2839,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,17,1
33.9201,-118.2837,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,6,1
33.9206,-118.2874,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,20,1
33.9207,-118.283,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",7,12,5
33.9208,-118.2915,THEFT OF IDENTITY,1,0,1
33.9208,-118.283,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,7,1
33.9209,-118.287,BURGLARY,2,2,1
33.9209,-118.2837,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,18,1
33.921,-118.2836,BATTERY - SIMPLE ASSAULT,2,8,2
33.9211,-118.2916,VEHICLE - STOLEN,3,8,1
33.9211,-118.2897,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2,0,1
33.9211,-118.2892,BATTERY - SIMPLE ASSAULT,2,9,2
33.9211,-118.2888,BURGLARY,1,8,1
33.9211,-118.287,BURGLARY,3,14,2
33.9211,-118.2836,BATTERY WITH SEXUAL CONTACT,1,2,1
33.9211,-118.283,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,9,1
33.9212,-118.287,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,3,13,3
33.9213,-118.2847,BURGLARY,2,11,3
33.9217,-118.289,BURGLARY,1,0,1
33.9217,-118.2861,BURGLARY FROM VEHICLE,1,11,1
33.9218,-118.4304,CRIMINAL THREATS - NO WEAPON DISPLAYED,1,10,1
33.9218,-118.286,VEHICLE - STOLEN,1,10,1
33.9218,-118.2829,VEHICLE - STOLEN,2,1,1
33.922,-118.2901,VEHICLE - STOLEN,4,2,1
33.9221,-118.2915,THEFT OF IDENTITY,2,14,2
33.9221,-118.287,VEHICLE - STOLEN,3,17,3
33.9222,-118.2828,BURGLARY FROM VEHICLE,1,5,1
33.9224,-118.2901,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,3,1
33.9224,-118.2892,TRESPASSING,2,1,1
33.9225,-118.2901,STALKING,1,0,1
33.9225,-118.2835,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,2,1
33.9225,-118.2828,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",6,21,3
33.9225,-118.282,CRIMINAL THREATS - NO WEAPON DISPLAYED,1,8,1
33.9227,-118.2891,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,21,1
33.9228,-118.2891,THEFT OF IDENTITY,6,4,2
33.9228,-118.2851,BATTERY - SIMPLE ASSAULT,3,16,3
33.9229,-118.2915,VEHICLE - STOLEN,4,3,1
33.9229,-118.2827,INTIMATE PARTNER - AGGRAVATED ASSAULT,2,20,2
33.9231,-118.2901,THEFT PLAIN - PETTY ($950 & UNDER),1,0,1
33.9231,-118.287,VEHICLE - STOLEN,2,10,1
33.9231,-118.2557,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,20,2
33.9231,-118.2544,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",7,17,2
33.9232,-118.2901,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,15,1
33.9232,-118.2782,BURGLARY,3,0,2
33.9232,-118.2696,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,1,1
33.9233,-118.2905,BURGLARY FROM VEHICLE,1,23,1
33.9233,-118.2652,ROBBERY,2,21,2
33.9234,-118.4285,INTIMATE PARTNER - SIMPLE ASSAULT,2,17,2
33.9235,-118.2739,ROBBERY,1,12,1
33.9237,-118.2915,VEHICLE - STOLEN,17,16,6
33.9237,-118.2913,VEHICLE - STOLEN,4,23,2
33.9237,-118.2902,BURGLARY,1,8,1
33.9237,-118.2894,VEHICLE - STOLEN,2,20,2
33.9237,-118.2891,VEHICLE - STOLEN,2,1,1
33.9237,-118.2881,VEHICLE - STOLEN,2,20,3
33.9237,-118.2873,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,1,2
33.9237,-118.287,VEHICLE - STOLEN,10,11,3
33.9237,-118.2865,BATTERY - SIMPLE ASSAULT,5,22,4
33.9237,-118.2848,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),3,10,3
33.9237,-118.2831,BATTERY - SIMPLE ASSAULT,2,0,2
33.9237,-118.2827,ATTEMPTED ROBBERY,1,1,1
33.9237,-118.2826,VEHICLE - STOLEN,15,21,8
33.9237,-118.282,THROWING OBJECT AT MOVING VEHICLE,1,11,1
33.9237,-118.2804,VEHICLE - STOLEN,4,1,1
33.9237,-118.2789,VEHICLE - STOLEN,5,0,2
33.9237,-118.2782,THEFT OF IDENTITY,14,9,6
33.9237,-118.2761,BATTERY - SIMPLE ASSAULT,5,17,3
33.9237,-118.2757,BURGLARY,3,0,2
33.9237,-118.2745,VIOLATION OF RESTRAINING ORDER,3,7,1
33.9237,-118.2739,VEHICLE - STOLEN,24,17,11
33.9237,-118.2727,BATTERY - SIMPLE ASSAULT,4,15,4
33.9237,-118.2717,BATTERY - SIMPLE ASSAULT,1,8,2
33.9237,-118.2716,VEHICLE - STOLEN,5,14,4
33.9237,-118.2696,VEHICLE - STOLEN,14,20,13
33.9237,-118.2681,BURGLARY FROM VEHICLE,2,7,1
33.9237,-118.2674,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",7,12,5
33.9237,-118.2672,VEHICLE - STOLEN,5,0,2
33.9237,-118.2652,VEHICLE - STOLEN,19,15,8
33.9237,-118.2622,"THEFT, PERSON",1,3,1
33.9237,-118.2619,VEHICLE - STOLEN,3,18,2
33.9237,-118.2614,VEHICLE - STOLEN,5,17,2
33.9237,-118.261,THEFT OF IDENTITY,5,2,3
33.9237,-118.2605,VEHICLE - STOLEN,8,2,4
33.9237,-118.2597,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),3,9,2
33.9237,-118.2596,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",4,23,5
33.9237,-118.2594,THEFT OF IDENTITY,4,2,3
33.9237,-118.2587,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,14,1
33.9237,-118.256,BATTERY - SIMPLE ASSAULT,1,9,1
33.9237,-118.2558,INTIMATE PARTNER - SIMPLE ASSAULT,4,1,2
33.9237,-118.2557,VEHICLE - STOLEN,2,16,1
33.9237,-118.2556,ROBBERY,1,13,1
33.9237,-118.2544,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,0,7
33.9237,-118.2543,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,11,1
33.9241,-118.2652,BATTERY - SIMPLE ASSAULT,1,9,1
33.9243,-118.4317,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,10,1
33.9243,-118.2739,INTIMATE PARTNER - SIMPLE ASSAULT,3,17,2
33.9243,-118.2556,TRESPASSING,1,11,1
33.9244,-118.2558,VEHICLE - STOLEN,3,3,1
33.9244,-118.2556,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,13,5
33.9246,-118.4319,BURGLARY FROM VEHICLE,1,12,1
33.9246,-118.2915,VEHICLE - STOLEN,4,14,2
33.9246,-118.2826,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,15,2
33.9246,-118.2604,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,0,1
33.9246,-118.2587,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",4,1,4
33.9246,-118.2585,ROBBERY,1,0,1
33.9246,-118.2543,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,22,1
33.9247,-118.2826,VEHICLE - STOLEN,4,14,2
33.9247,-118.2783,BURGLARY,2,11,2
33.9247,-118.2782,BURGLARY FROM VEHICLE,1,5,1
33.9247,-118.2761,CRIMINAL THREATS - NO WEAPON DISPLAYED,3,18,3
33.9247,-118.2745,BATTERY - SIMPLE ASSAULT,1,4,1
33.9247,-118.2739,THEFT OF IDENTITY,14,0,9
33.9247,-118.2717,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,20,4
33.9247,-118.2716,THEFT OF IDENTITY,6,20,4
33.9247,-118.2713,INTIMATE PARTNER - SIMPLE ASSAULT,7,13,3
33.9247,-118.2696,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,20,5
33.9247,-118.2674,THEFT OF IDENTITY,8,22,8
33.9247,-118.2652,VEHICLE - STOLEN,12,21,7
33.9247,-118.2622,BURGLARY FROM VEHICLE,1,0,1
33.9247,-118.2605,VEHICLE - STOLEN,1,17,1
33.9248,-118.2826,BATTERY - SIMPLE ASSAULT,1,2,1
33.9248,-118.255,VEHICLE - STOLEN,1,8,1
33.9248,-118.2543,VEHICLE - STOLEN,6,13,2
33.9249,-118.287,VEHICLE - STOLEN,9,22,3
33.9249,-118.2848,VEHICLE - STOLEN,5,0,3
33.9249,-118.2831,BRANDISH WEAPON,1,9,1
33.9249,-118.2826,BRANDISH WEAPON,2,13,2
33.9249,-118.2543,THEFT OF IDENTITY,3,14,2
33.9249,-118.2534,BATTERY - SIMPLE ASSAULT,2,12,1
33.925,-118.2903,THEFT OF IDENTITY,4,9,1
33.9251,-118.2915,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",7,18,5
33.9251,-118.2903,"BUNCO, PETTY THEFT",1,9,1
33.9251,-118.2892,VEHICLE - STOLEN,2,0,1
33.9251,-118.2882,BURGLARY,1,18,1
33.9251,-118.2881,BURGLARY FROM VEHICLE,3,2,1
33.9253,-118.2587,VEHICLE - STOLEN,3,3,1
33.9253,-118.2586,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,14,1
33.9253,-118.2562,BATTERY - SIMPLE ASSAULT,1,4,1
33.9253,-118.255,THEFT OF IDENTITY,1,10,1
33.9255,-118.287,VIOLATION OF RESTRAINING ORDER,2,10,2
33.9256,-118.2826,PURSE SNATCHING,1,17,1
33.9256,-118.2821,THEFT OF IDENTITY,1,0,1
33.9256,-118.28,DISCHARGE FIREARMS/SHOTS FIRED,1,13,1
33.9256,-118.2782,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,12,4
33.9256,-118.2772,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,0,1
33.9256,-118.2761,VEHICLE - STOLEN,4,19,4
33.9256,-118.2745,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,10,1
33.9256,-118.2739,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",8,0,7
33.9256,-118.2717,BATTERY - SIMPLE ASSAULT,2,4,1
33.9256,-118.2713,BATTERY - SIMPLE ASSAULT,6,12,4
33.9256,-118.2696,VEHICLE - STOLEN,9,21,4
33.9256,-118.2681,VEHICLE - STOLEN,2,12,2
33.9256,-118.2674,THEFT OF IDENTITY,4,0,5
33.9256,-118.2652,THEFT OF IDENTITY,5,13,5
33.9256,-118.2622,INTIMATE PARTNER - SIMPLE ASSAULT,3,0,1
33.9256,-118.2606,THEFT OF IDENTITY,2,19,2
33.9256,-118.2605,VEHICLE - STOLEN,1,0,1
33.9256,-118.2604,THEFT PLAIN - PETTY ($950 & UNDER),1,13,2
33.9259,-118.2543,BURGLARY FROM VEHICLE,1,19,2
33.926,-118.2915,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2,18,2
33.926,-118.2587,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",3,19,4
33.926,-118.2586,VEHICLE - STOLEN,1,23,1
33.9261,-118.287,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,21,3
33.9261,-118.2848,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,0,4
33.9261,-118.2833,BRANDISH WEAPON,1,7,1
33.9261,-118.2826,VEHICLE - STOLEN,5,12,2
33.9261,-118.2739,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",3,23,3
33.9262,-118.287,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,4,1
33.9262,-118.2826,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,14,1
33.9263,-118.2916,BRANDISH WEAPON,1,17,1
33.9263,-118.2567,THEFT PLAIN - PETTY ($950 & UNDER),2,2,1
33.9264,-118.2904,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,4,1
33.9264,-118.255,BATTERY - SIMPLE ASSAULT,2,18,2
33.9264,-118.2543,VEHICLE - STOLEN,12,22,4
33.9265,-118.2903,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,10,1
33.9265,-118.2893,VEHICLE - STOLEN,6,17,3
33.9265,-118.2882,VIOLATION OF RESTRAINING ORDER,4,7,2
33.9265,-118.2881,VEHICLE - STOLEN,1,17,1
33.9265,-118.287,VEHICLE - STOLEN,3,15,2
33.9265,-118.2826,VEHICLE - STOLEN,3,7,3
33.9265,-118.2822,INTIMATE PARTNER - SIMPLE ASSAULT,1,16,1
33.9265,-118.2796,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,17,4
33.9265,-118.2783,INTIMATE PARTNER - SIMPLE ASSAULT,5,15,3
33.9265,-118.2782,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,20,2
33.9265,-118.2761,VEHICLE - STOLEN,9,15,5
33.9265,-118.2745,BATTERY - SIMPLE ASSAULT,1,1,2
33.9265,-118.2739,VEHICLE - STOLEN,21,18,9
33.9265,-118.2717,BATTERY - SIMPLE ASSAULT,1,7,2
33.9265,-118.2716,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,13,2
33.9265,-118.2696,THEFT OF IDENTITY,8,2,4
33.9265,-118.2695,BATTERY - SIMPLE ASSAULT,2,4,1
33.9265,-118.2681,TRESPASSING,1,12,1
33.9265,-118.2674,THEFT PLAIN - PETTY ($950 & UNDER),3,3,2
33.9265,-118.2669,THEFT OF IDENTITY,8,13,3
33.9265,-118.2657,INTIMATE PARTNER - SIMPLE ASSAULT,5,13,2
33.9265,-118.2652,VEHICLE - STOLEN,11,15,7
33.9265,-118.2622,VEHICLE - STOLEN,4,18,2
33.9265,-118.2557,THEFT OF IDENTITY,2,0,1
33.9266,-118.2604,INTIMATE PARTNER - SIMPLE ASSAULT,4,17,4
33.9267,-118.2826,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,10,1
33.9267,-118.2622,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,23,2
33.9267,-118.2587,VEHICLE - STOLEN,7,16,3
33.9267,-118.2586,VEHICLE - STOLEN,1,18,1
33.9267,-118.2566,BRANDISH WEAPON,2,10,2
33.9268,-118.2916,BATTERY - SIMPLE ASSAULT,1,17,2
33.9268,-118.2848,VEHICLE - STOLEN,1,11,1
33.9269,-118.2783,ARSON,1,5,1
33.9269,-118.2739,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,3,1
33.927,-118.2792,ARSON,1,13,1
33.927,-118.2696,BURGLARY FROM VEHICLE,1,2,1
33.927,-118.258,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",9,9,6
33.927,-118.2543,BATTERY - SIMPLE ASSAULT,2,9,2
33.9271,-118.276,THEFT OF IDENTITY,13,15,10
33.9271,-118.2659,THEFT OF IDENTITY,27,6,13
33.9271,-118.2652,TRESPASSING,6,7,2
33.9272,-118.255,THEFT OF IDENTITY,1,0,1
33.9272,-118.2543,BATTERY - SIMPLE ASSAULT,1,17,1
33.9273,-118.2916,INTIMATE PARTNER - SIMPLE ASSAULT,6,15,3
33.9273,-118.2909,VEHICLE - STOLEN,2,18,1
33.9273,-118.287,VEHICLE - STOLEN,7,10,5
33.9273,-118.2652,BURGLARY FROM VEHICLE,1,5,1
33.9274,-118.2916,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,18,1
33.9274,-118.2893,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2,16,3
33.9274,-118.2871,INTIMATE PARTNER - SIMPLE ASSAULT,31,17,21
33.9274,-118.287,VEHICLE - STOLEN,2,10,2
33.9274,-118.2848,VEHICLE - STOLEN,3,3,2
33.9274,-118.2833,CRIMINAL HOMICIDE,1,0,1
33.9274,-118.2826,VEHICLE - STOLEN,10,11,4
33.9274,-118.2793,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,7,1
33.9274,-118.2789,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,7,1
33.9274,-118.2786,CRIMINAL THREATS - NO WEAPON DISPLAYED,1,8,1
33.9274,-118.2783,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",4,1,3
33.9274,-118.2782,BATTERY - SIMPLE ASSAULT,2,8,1
33.9274,-118.2761,THEFT OF IDENTITY,7,6,4
33.9274,-118.2745,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,17,2
33.9274,-118.2739,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",6,21,8
33.9275,-118.2652,"BURGLARY, ATTEMPTED",1,7,1
33.9276,-118.2826,BATTERY - SIMPLE ASSAULT,6,10,4
33.9276,-118.2543,VIOLATION OF RESTRAINING ORDER,2,1,2
33.9277,-118.2695,ROBBERY,1,7,1
33.9278,-118.2893,VIOLATION OF RESTRAINING ORDER,1,8,1
33.9278,-118.2826,ROBBERY,1,16,1
33.9279,-118.2916,INTIMATE PARTNER - SIMPLE ASSAULT,4,12,3
33.928,-118.2826,TRESPASSING,73,15,18
33.928,-118.2782,ROBBERY,2,16,2
33.9281,-118.4336,BIKE - STOLEN,1,19,1
33.9281,-118.2916,THEFT PLAIN - PETTY ($950 & UNDER),2,17,2
33.9281,-118.287,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,17,2
33.9281,-118.2622,THEFT OF IDENTITY,1,15,1
