Latitude,Longitude,Crime Description,Count,Hour,Crime Frequency
34.0871,-118.271,THEFT PLAIN - PETTY ($950 & UNDER),3,16,2
34.0871,-118.2681,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),3,13,3
34.0871,-118.2598,INTIMATE PARTNER - SIMPLE ASSAULT,1,11,1
34.0871,-118.2576,THEFT OF IDENTITY,6,18,5
34.0871,-118.2165,BATTERY - SIMPLE ASSAULT,1,0,1
34.0871,-118.2142,THEFT PLAIN - PETTY ($950 & UNDER),2,0,2
34.0871,-118.2141,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",9,12,8
34.0871,-118.1988,ROBBERY,1,12,1
34.0871,-118.1929,BURGLARY,5,10,3
34.0871,-118.1799,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,1,1
34.0871,-118.176,BRANDISH WEAPON,1,19,2
34.0872,-118.3764,BATTERY - SIMPLE ASSAULT,2,2,3
34.0872,-118.3659,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,23,2
34.0872,-118.3648,BURGLARY,2,1,2
34.0872,-118.3638,CHILD STEALING,1,8,2
34.0872,-118.3621,ROBBERY,1,16,1
34.0872,-118.3615,BATTERY - SIMPLE ASSAULT,1,7,1
34.0872,-118.3614,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,22,1
34.0872,-118.3595,TRESPASSING,2,21,3
34.0872,-118.3574,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,0,1
34.0872,-118.3553,BIKE - STOLEN,1,19,1
34.0872,-118.3522,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,19,1
34.0872,-118.3511,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,10,2
34.0872,-118.2892,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,16,1
34.0872,-118.2812,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,7,1
34.0872,-118.2518,THEFT OF IDENTITY,1,15,1
34.0872,-118.2483,VEHICLE - STOLEN,1,8,2
34.0872,-118.2046,BURGLARY,4,21,2
34.0872,-118.1892,VANDALISM - MISDEAMEANOR ($399 OR UNDER),4,7,2
34.0872,-118.1875,VEHICLE - STOLEN,3,7,2
34.0872,-118.1866,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,9,1
34.0872,-118.1842,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,4,1
34.0872,-118.1773,BATTERY - SIMPLE ASSAULT,5,6,3
34.0872,-118.176,BATTERY - SIMPLE ASSAULT,5,19,5
34.0872,-118.1735,THEFT OF IDENTITY,4,19,3
34.0872,-118.1697,CHILD NEGLECT (SEE 300 W.I.C.),1,0,1
34.0872,-118.1696,DISCHARGE FIREARMS/SHOTS FIRED,1,14,1
34.0872,-118.1648,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,18,1
34.0872,-118.1634,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,1,1
34.0873,-118.296,TRESPASSING,55,14,21
34.0873,-118.2715,THEFT PLAIN - PETTY ($950 & UNDER),1,14,1
34.0873,-118.2544,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",3,8,2
34.0873,-118.2543,BATTERY - SIMPLE ASSAULT,1,20,2
34.0873,-118.2482,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,2,2
34.0873,-118.2335,VEHICLE - STOLEN,2,8,1
34.0873,-118.2044,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,15,1
34.0873,-118.1929,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,19,2
34.0873,-118.1817,CHILD PORNOGRAPHY,1,0,1
34.0873,-118.1773,INTIMATE PARTNER - SIMPLE ASSAULT,1,0,1
34.0873,-118.1717,THEFT OF IDENTITY,1,9,1
34.0873,-118.1688,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,20,1
34.0873,-118.1677,BURGLARY FROM VEHICLE,1,23,1
34.0874,-118.4746,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2,14,2
34.0874,-118.3765,BURGLARY FROM VEHICLE,2,3,2
34.0874,-118.2716,BURGLARY FROM VEHICLE,2,19,1
34.0874,-118.2698,ATTEMPTED ROBBERY,1,21,1
34.0874,-118.2692,BIKE - STOLEN,1,3,1
34.0874,-118.2494,BURGLARY FROM VEHICLE,1,2,1
34.0874,-118.2251,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,18,3
34.0874,-118.2177,VEHICLE - STOLEN,6,23,3
34.0874,-118.2107,VEHICLE - STOLEN,3,0,1
34.0874,-118.2023,BATTERY - SIMPLE ASSAULT,1,12,1
34.0874,-118.2021,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,14,1
34.0874,-118.1797,BATTERY - SIMPLE ASSAULT,1,0,2
34.0874,-118.1757,BATTERY - SIMPLE ASSAULT,2,14,1
34.0874,-118.1704,BATTERY - SIMPLE ASSAULT,1,20,1
34.0875,-118.4423,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,23,1
34.0875,-118.3386,BURGLARY,4,13,2
34.0875,-118.3092,ROBBERY,8,14,5
34.0875,-118.2758,BURGLARY,1,15,1
34.0875,-118.2586,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,23,3
34.0875,-118.2319,BATTERY - SIMPLE ASSAULT,4,15,6
34.0875,-118.2259,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,14,1
34.0875,-118.1749,BATTERY - SIMPLE ASSAULT,1,8,1
34.0876,-118.4397,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,16,1
34.0876,-118.3136,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,1,1
34.0876,-118.3119,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,7,4
34.0876,-118.3114,BATTERY - SIMPLE ASSAULT,6,19,5
34.0876,-118.3108,"BUNCO, GRAND THEFT",2,12,4
34.0876,-118.3092,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),5,8,5
34.0876,-118.3091,BURGLARY,2,2,1
34.0876,-118.2783,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),3,1,2
34.0876,-118.2759,BURGLARY FROM VEHICLE,18,20,8
34.0876,-118.221,VEHICLE - STOLEN,6,17,4
34.0876,-118.2123,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2,20,4
34.0876,-118.2122,VEHICLE - STOLEN,1,19,1
34.0876,-118.2077,BATTERY - SIMPLE ASSAULT,1,20,2
34.0876,-118.1982,VEHICLE - STOLEN,1,23,1
34.0876,-118.184,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2,12,2
34.0877,-118.3357,CRIMINAL THREATS - NO WEAPON DISPLAYED,1,9,1
34.0877,-118.3332,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,12,1
34.0877,-118.2917,BURGLARY,7,12,5
34.0877,-118.2893,BATTERY - SIMPLE ASSAULT,2,9,1
34.0877,-118.2892,VEHICLE - STOLEN,5,14,7
34.0877,-118.2869,BATTERY - SIMPLE ASSAULT,8,20,9
34.0877,-118.2845,THEFT OF IDENTITY,6,10,4
34.0877,-118.2669,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,19,1
34.0877,-118.2502,THEFT OF IDENTITY,1,19,1
34.0877,-118.2259,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,21,1
34.0877,-118.2227,VEHICLE - STOLEN,4,13,2
34.0877,-118.1749,BATTERY - SIMPLE ASSAULT,4,15,3
34.0877,-118.1716,THEFT OF IDENTITY,5,22,4
34.0878,-118.3146,BATTERY - SIMPLE ASSAULT,1,0,3
34.0878,-118.3108,BATTERY - SIMPLE ASSAULT,1,13,1
34.0878,-118.2822,THEFT OF IDENTITY,5,16,4
34.0878,-118.2626,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,11,1
34.0878,-118.2442,BURGLARY FROM VEHICLE,3,20,2
34.0878,-118.2344,VEHICLE - STOLEN,5,14,2
34.0878,-118.2151,INTIMATE PARTNER - SIMPLE ASSAULT,4,16,4
34.0878,-118.2038,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,1,1
34.0878,-118.1746,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,22,1
34.0878,-118.1716,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,0,1
34.0878,-118.1672,THEFT OF IDENTITY,4,19,5
34.0879,-118.3764,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",8,1,12
34.0879,-118.3041,INTIMATE PARTNER - SIMPLE ASSAULT,3,18,3
34.0879,-118.304,CRIMINAL THREATS - NO WEAPON DISPLAYED,1,9,1
34.0879,-118.2869,BURGLARY,1,10,1
34.0879,-118.283,BURGLARY FROM VEHICLE,1,7,1
34.0879,-118.2679,THEFT OF IDENTITY,1,12,1
34.0879,-118.2596,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",3,18,3
34.0879,-118.2595,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,21,1
34.0879,-118.2559,VEHICLE - STOLEN,2,12,2
34.0879,-118.2127,TRESPASSING,2,19,2
34.0879,-118.2121,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2,2,1
34.0879,-118.2019,THEFT FROM MOTOR VEHICLE - ATTEMPT,1,21,2
34.0879,-118.1851,INTIMATE PARTNER - SIMPLE ASSAULT,3,19,2
34.0879,-118.1672,CRIMINAL THREATS - NO WEAPON DISPLAYED,2,21,2
34.088,-118.4668,BURGLARY,1,11,1
34.088,-118.3386,BURGLARY FROM VEHICLE,1,10,1
34.088,-118.3266,BURGLARY FROM VEHICLE,1,16,1
34.088,-118.3258,BATTERY - SIMPLE ASSAULT,1,8,3
34.088,-118.3244,BURGLARY FROM VEHICLE,3,7,3
34.088,-118.3223,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",7,12,6
34.088,-118.3222,BURGLARY FROM VEHICLE,2,19,2
34.088,-118.2979,BURGLARY,1,0,1
34.088,-118.297,BURGLARY,4,10,2
34.088,-118.296,BURGLARY FROM VEHICLE,4,8,2
34.088,-118.295,INTIMATE PARTNER - SIMPLE ASSAULT,3,15,2
34.088,-118.2718,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,12,1
34.088,-118.2571,BURGLARY FROM VEHICLE,1,9,1
34.088,-118.2072,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1,6,1
34.088,-118.2059,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,21,1
34.088,-118.1998,THEFT OF IDENTITY,3,20,3
34.088,-118.1971,BATTERY - SIMPLE ASSAULT,2,14,2
34.088,-118.1875,VEHICLE - STOLEN,2,1,1
34.088,-118.1851,VEHICLE - STOLEN,4,17,2
34.088,-118.1785,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,19,2
34.088,-118.1738,BATTERY - SIMPLE ASSAULT,4,16,4
34.088,-118.1655,VEHICLE - STOLEN,1,3,1
34.088,-118.1615,VEHICLE - STOLEN,2,1,1
34.0881,-118.4465,THEFT PLAIN - PETTY ($950 & UNDER),2,9,1
34.0881,-118.4364,THEFT OF IDENTITY,1,11,2
34.0881,-118.295,CRIMINAL THREATS - NO WEAPON DISPLAYED,1,7,1
34.0881,-118.2719,PROWLER,1,9,1
34.0881,-118.2326,BATTERY - SIMPLE ASSAULT,4,16,3
34.0881,-118.212,VEHICLE - STOLEN,2,3,1
34.0881,-118.2099,VEHICLE - STOLEN,2,5,1
34.0881,-118.2098,VEHICLE - STOLEN,1,19,1
34.0881,-118.2027,THEFT PLAIN - PETTY ($950 & UNDER),1,19,1
34.0881,-118.2002,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,0,1
34.0881,-118.1877,BATTERY - SIMPLE ASSAULT,16,19,12
34.0881,-118.1739,BATTERY - SIMPLE ASSAULT,1,10,2
34.0881,-118.1738,VEHICLE - STOLEN,1,22,1
34.0882,-118.274,BURGLARY FROM VEHICLE,3,12,2
34.0882,-118.272,OTHER MISCELLANEOUS CRIME,1,3,1
34.0882,-118.2698,VEHICLE - STOLEN,2,2,1
34.0882,-118.2692,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,10,1
34.0882,-118.2687,BATTERY POLICE (SIMPLE),1,10,1
34.0882,-118.2657,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,1,1
34.0882,-118.2646,VEHICLE - STOLEN,27,22,12
34.0882,-118.2513,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),3,2,1
34.0882,-118.2297,BATTERY - SIMPLE ASSAULT,2,12,2
34.0882,-118.2238,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,8,1
34.0882,-118.212,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2,3,1
34.0882,-118.1752,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,19,1
34.0882,-118.1634,INTIMATE PARTNER - SIMPLE ASSAULT,1,5,1
34.0882,-118.1624,BATTERY - SIMPLE ASSAULT,1,0,1
34.0883,-118.4605,BURGLARY,1,20,1
34.0883,-118.2831,BURGLARY FROM VEHICLE,7,21,4
34.0883,-118.2805,THEFT OF IDENTITY,4,22,3
34.0883,-118.2774,THEFT OF IDENTITY,1,0,1
34.0883,-118.2515,THEFT OF IDENTITY,1,14,1
34.0883,-118.2352,THEFT OF IDENTITY,5,12,2
34.0883,-118.2261,BATTERY - SIMPLE ASSAULT,1,20,2
34.0883,-118.2219,THEFT OF IDENTITY,4,8,3
34.0883,-118.2057,BURGLARY FROM VEHICLE,2,12,3
34.0883,-118.2056,THEFT OF IDENTITY,1,9,1
34.0883,-118.1903,DISCHARGE FIREARMS/SHOTS FIRED,1,3,1
34.0883,-118.1863,BATTERY - SIMPLE ASSAULT,1,16,1
34.0883,-118.1797,VIOLATION OF RESTRAINING ORDER,6,1,3
34.0883,-118.1693,VIOLATION OF RESTRAINING ORDER,7,14,4
34.0884,-118.2842,BURGLARY FROM VEHICLE,1,17,2
34.0884,-118.2841,THEFT PLAIN - PETTY ($950 & UNDER),3,20,3
34.0884,-118.283,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,12,1
34.0884,-118.2777,VEHICLE - STOLEN,3,11,2
34.0884,-118.2702,INTIMATE PARTNER - SIMPLE ASSAULT,3,17,2
34.0884,-118.2691,THEFT PLAIN - PETTY ($950 & UNDER),8,21,6
34.0884,-118.2569,BIKE - STOLEN,2,16,2
34.0884,-118.2258,SHOPLIFTING - PETTY THEFT ($950 & UNDER),112,14,38
34.0885,-118.4748,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,0,1
34.0885,-118.4409,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,14,1
34.0885,-118.3136,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",6,22,6
34.0885,-118.3135,BURGLARY FROM VEHICLE,3,2,1
34.0885,-118.3119,INTIMATE PARTNER - SIMPLE ASSAULT,3,1,2
34.0885,-118.3114,THEFT OF IDENTITY,4,12,4
34.0885,-118.3092,BATTERY - SIMPLE ASSAULT,18,17,11
34.0885,-118.3078,CRIMINAL THREATS - NO WEAPON DISPLAYED,13,22,12
34.0885,-118.3067,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,0,1
34.0885,-118.3064,INTIMATE PARTNER - SIMPLE ASSAULT,16,10,9
34.0885,-118.3056,BURGLARY,1,6,1
34.0885,-118.3054,BATTERY - SIMPLE ASSAULT,1,2,1
34.0885,-118.304,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,22,3
34.0885,-118.3033,VEHICLE - STOLEN,13,9,8
34.0885,-118.3019,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",8,10,9
34.0885,-118.3012,VEHICLE - STOLEN,4,8,2
34.0885,-118.3005,VEHICLE - STOLEN,8,21,4
34.0885,-118.2991,THEFT PLAIN - PETTY ($950 & UNDER),4,12,4
34.0885,-118.2979,BURGLARY FROM VEHICLE,1,18,1
34.0885,-118.2845,VEHICLE - STOLEN,2,6,1
34.0885,-118.2763,BURGLARY FROM VEHICLE,1,18,1
34.0885,-118.2753,BURGLARY FROM VEHICLE,7,2,2
34.0885,-118.2714,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),6,7,2
34.0885,-118.2654,BURGLARY,1,13,1
34.0885,-118.2596,BURGLARY FROM VEHICLE,1,21,1
34.0885,-118.2519,VEHICLE - STOLEN,1,17,1
34.0885,-118.2474,VEHICLE - STOLEN,4,4,2
34.0885,-118.2156,VEHICLE - STOLEN,5,9,5
34.0885,-118.2029,THEFT PLAIN - PETTY ($950 & UNDER),2,13,2
34.0886,-118.4764,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",4,12,3
34.0886,-118.4758,THEFT PLAIN - PETTY ($950 & UNDER),1,14,1
34.0886,-118.4553,BURGLARY,4,15,3
34.0886,-118.3027,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",9,12,6
34.0886,-118.3005,BATTERY - SIMPLE ASSAULT,1,22,2
34.0886,-118.2991,DISCHARGE FIREARMS/SHOTS FIRED,1,22,1
34.0886,-118.2979,BURGLARY,1,16,1
34.0886,-118.2763,BURGLARY,7,18,5
34.0886,-118.2739,BURGLARY,1,20,2
34.0886,-118.2667,BURGLARY,2,16,2
34.0886,-118.26,VEHICLE - STOLEN,1,16,1
34.0886,-118.2117,VEHICLE - STOLEN,3,14,3
34.0886,-118.1876,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,12,1
34.0886,-118.1875,BURGLARY,1,3,2
34.0886,-118.1782,BATTERY - SIMPLE ASSAULT,1,18,2
34.0886,-118.1728,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,11,2
34.0886,-118.1724,ROBBERY,6,21,4
34.0886,-118.1682,VEHICLE - STOLEN,1,12,1
34.0887,-118.4748,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,11,2
34.0887,-118.4553,ATTEMPTED ROBBERY,1,10,1
34.0887,-118.4527,BATTERY - SIMPLE ASSAULT,2,12,3
34.0887,-118.3659,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,2,1
34.0887,-118.3511,BURGLARY,1,9,1
34.0887,-118.2917,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,1,2
34.0887,-118.2893,INTIMATE PARTNER - SIMPLE ASSAULT,1,9,1
34.0887,-118.2892,VEHICLE - STOLEN,10,22,6
34.0887,-118.2869,BATTERY - SIMPLE ASSAULT,5,18,5
34.0887,-118.285,VEHICLE - STOLEN,2,18,2
34.0887,-118.2845,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),5,8,3
34.0887,-118.2828,BURGLARY,3,3,1
34.0887,-118.2764,BURGLARY FROM VEHICLE,10,19,5
34.0887,-118.26,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,21,1
34.0887,-118.2484,BURGLARY FROM VEHICLE,1,8,1
34.0887,-118.2361,BATTERY POLICE (SIMPLE),3,14,3
34.0887,-118.2333,VEHICLE - STOLEN,5,0,3
34.0887,-118.2079,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,2,1
34.0887,-118.2065,BATTERY - SIMPLE ASSAULT,1,12,1
34.0887,-118.1809,BATTERY - SIMPLE ASSAULT,2,16,3
34.0887,-118.1785,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,11,4
34.0887,-118.1722,BATTERY - SIMPLE ASSAULT,1,12,1
34.0887,-118.1721,BURGLARY,5,9,3
34.0887,-118.167,BATTERY - SIMPLE ASSAULT,4,20,4
34.0888,-118.3764,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,1,2
34.0888,-118.3753,BURGLARY FROM VEHICLE,2,14,3
34.0888,-118.3743,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,12,2
34.0888,-118.3742,BURGLARY FROM VEHICLE,1,3,1
34.0888,-118.3732,BURGLARY,3,9,1
34.0888,-118.3648,THEFT OF IDENTITY,3,12,3
34.0888,-118.3638,BATTERY - SIMPLE ASSAULT,5,10,3
34.0888,-118.3124,ROBBERY,20,10,20
34.0888,-118.2917,BATTERY - SIMPLE ASSAULT,2,10,3
34.0888,-118.2881,INTIMATE PARTNER - SIMPLE ASSAULT,18,22,12
34.0888,-118.2788,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,10,3
34.0888,-118.2596,OTHER MISCELLANEOUS CRIME,1,9,1
34.0888,-118.2566,THEFT FROM MOTOR VEHICLE - ATTEMPT,1,8,1
34.0888,-118.2304,EXTORTION,1,21,1
34.0888,-118.2212,VEHICLE - STOLEN,4,2,2
34.0888,-118.2168,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,0,1
34.0888,-118.209,CRIMINAL THREATS - NO WEAPON DISPLAYED,2,21,3
34.0888,-118.2065,THEFT OF IDENTITY,1,14,1
34.0888,-118.1719,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,7,1
34.0889,-118.5325,SHOPLIFTING - PETTY THEFT ($950 & UNDER),9,16,7
34.0889,-118.3486,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,10,1
34.0889,-118.3462,BATTERY - SIMPLE ASSAULT,2,0,2
34.0889,-118.3441,ARSON,1,4,1
34.0889,-118.3428,BURGLARY FROM VEHICLE,5,12,4
34.0889,-118.3416,BATTERY - SIMPLE ASSAULT,5,10,5
34.0889,-118.3405,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",6,19,4
34.0889,-118.3397,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,15,2
34.0889,-118.3386,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",11,13,11
34.0889,-118.3374,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",5,9,2
34.0889,-118.3363,TRESPASSING,3,3,2
34.0889,-118.3332,THEFT OF IDENTITY,2,17,2
34.0889,-118.3321,VEHICLE - STOLEN,5,0,3
34.0889,-118.331,THEFT OF IDENTITY,9,12,8
34.0889,-118.3299,THEFT PLAIN - PETTY ($950 & UNDER),16,20,9
34.0889,-118.3288,VEHICLE - STOLEN,5,8,2
34.0889,-118.3278,BATTERY - SIMPLE ASSAULT,1,0,1
34.0889,-118.3277,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",13,10,9
34.0889,-118.3266,THEFT OF IDENTITY,6,18,8
34.0889,-118.3258,CHILD STEALING,4,17,5
34.0889,-118.3244,THEFT PLAIN - PETTY ($950 & UNDER),10,12,7
34.0889,-118.3223,INTIMATE PARTNER - SIMPLE ASSAULT,5,17,5
34.0889,-118.2674,BURGLARY FROM VEHICLE,2,19,1
34.0889,-118.2627,INTIMATE PARTNER - SIMPLE ASSAULT,1,10,1
34.0889,-118.2594,VEHICLE - STOLEN,2,12,2
34.0889,-118.2593,BATTERY - SIMPLE ASSAULT,1,11,1
34.0889,-118.2566,BURGLARY,3,19,3
34.0889,-118.2535,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),3,15,3
34.0889,-118.25,DISCHARGE FIREARMS/SHOTS FIRED,1,3,1
34.0889,-118.2304,THEFT PLAIN - PETTY ($950 & UNDER),3,16,3
34.0889,-118.2129,VEHICLE - STOLEN,3,4,1
34.0889,-118.2,BURGLARY FROM VEHICLE,2,2,2
34.0889,-118.1861,BURGLARY,2,3,2
34.0889,-118.1815,"BUNCO, GRAND THEFT",1,15,1
34.0889,-118.1781,CRIMINAL THREATS - NO WEAPON DISPLAYED,1,12,1
34.0889,-118.1616,BATTERY - SIMPLE ASSAULT,3,11,4
34.0889,-118.1604,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,3,1
34.089,-118.43,ARSON,1,3,2
34.089,-118.3511,ROBBERY,2,15,1
34.089,-118.3498,BATTERY - SIMPLE ASSAULT,1,0,1
34.089,-118.3157,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",4,16,3
34.089,-118.3146,INTIMATE PARTNER - SIMPLE ASSAULT,1,0,1
34.089,-118.2749,BURGLARY,1,12,1
34.089,-118.2712,BURGLARY,1,4,1
34.089,-118.2635,BATTERY - SIMPLE ASSAULT,1,1,1
34.089,-118.2594,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,5,1
34.089,-118.2517,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,11,1
34.089,-118.25,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2,18,1
34.089,-118.2483,BATTERY - SIMPLE ASSAULT,1,4,1
34.089,-118.2226,ATTEMPTED ROBBERY,1,8,1
34.089,-118.2114,VEHICLE - STOLEN,4,2,4
34.089,-118.1887,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,15,1
34.089,-118.1886,BATTERY - SIMPLE ASSAULT,2,21,3
34.089,-118.182,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,7,1
34.089,-118.1771,BATTERY - SIMPLE ASSAULT,4,19,3
34.089,-118.1717,BRANDISH WEAPON,1,6,1
34.0891,-118.4352,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,21,1
34.0891,-118.2992,THEFT OF IDENTITY,12,22,9
34.0891,-118.2724,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,8,1
34.0891,-118.2662,BURGLARY,2,2,2
34.0891,-118.2494,THEFT OF IDENTITY,2,9,2
34.0891,-118.2452,BURGLARY,1,18,1
34.0891,-118.2264,ORAL COPULATION,1,20,1
34.0891,-118.2206,BURGLARY FROM VEHICLE,1,5,1
34.0891,-118.2199,TRESPASSING,1,11,1
34.0891,-118.2191,DISCHARGE FIREARMS/SHOTS FIRED,1,1,1
34.0891,-118.219,THEFT PLAIN - PETTY ($950 & UNDER),1,20,1
34.0891,-118.2161,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2,1,2
34.0891,-118.2146,VEHICLE - STOLEN,3,7,2
34.0891,-118.2145,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,17,1
34.0891,-118.2051,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2,3,2
34.0891,-118.1771,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,1,1
34.0891,-118.1624,BIKE - STOLEN,1,23,2
34.0892,-118.3033,VEHICLE - STOLEN,1,14,1
34.0892,-118.2892,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,6,1
34.0892,-118.2681,VEHICLE - STOLEN,2,13,2
34.0892,-118.2595,THEFT PLAIN - PETTY ($950 & UNDER),1,13,1
34.0892,-118.2368,VEHICLE - STOLEN,4,10,2
